1 ,2024-10-09-15:14:29, python
2 ,2024-10-09-15:16:02, cd
3 ,2024-10-09-15:16:03, pwd
4 ,2024-10-09-15:17:35, mkdir WO2-Practice
5 ,2024-10-09-15:17:37, pwd
6 ,2024-10-09-15:18:06, cd WO2-Practice
7 ,2024-10-09-15:18:19, pwd
8 ,2024-10-09-15:18:48, mkdir data
9 ,2024-10-09-15:18:56, cd data
10 ,2024-10-09-15:18:58, pwd
11 ,2024-10-09-15:19:11, mkdir code
12 ,2024-10-09-15:19:17, cd code
13 ,2024-10-09-15:19:19, pwd
14 ,2024-10-09-15:19:26, history
15 ,2024-10-09-15:19:40, print-history
16 ,2024-10-09-15:20:01, print-history > ./data/bash_history.csv
17 ,2024-10-09-15:20:45, cd WO2-Practice
18 ,2024-10-09-15:21:03, cd WO2-Practice
19 ,2024-10-09-15:21:05, pwd
20 ,2024-10-09-15:23:40, mkdir W02-Practice
21 ,2024-10-09-15:24:07, ls W02-Practice
22 ,2024-10-09-15:24:41, pwd
23 ,2024-10-09-15:24:54, cd W02-Practice
24 ,2024-10-09-15:25:04, mkdir data
25 ,2024-10-09-15:25:14, ls W02-Practice
26 ,2024-10-09-15:25:26, ls W02-Practice
27 ,2024-10-09-15:25:33, pwd files
28 ,2024-10-09-15:25:37, cd files
29 ,2024-10-09-15:25:51, cd data
30 ,2024-10-09-15:26:02, mkdir code
31 ,2024-10-09-15:26:06, cd code
32 ,2024-10-09-15:26:09, cd data
33 ,2024-10-09-15:26:24, cd nuvolos:/files/
34 ,2024-10-09-15:26:44, cd ..
35 ,2024-10-09-15:26:48, cd ..
36 ,2024-10-09-15:26:58, history
37 ,2024-10-09-15:27:04, print-history
38 ,2024-10-09-15:27:14, print-history > ./data/bash_history.csv
39 ,2024-10-09-15:27:25, cat ./data/bash_history.csv
40 ,2024-10-09-15:32:05, cat bash_history.csv
41 ,2024-10-09-15:32:22, cd files/W02-Practice/data/code$
42 ,2024-10-09-15:32:24, cd code
43 ,2024-10-09-15:32:39, cd nuvolos:/files/W02-Practice/data/code$
44 ,2024-10-09-15:33:06, cd ./data
45 ,2024-10-09-15:33:12, pwd
46 ,2024-10-09-15:33:27, cd./code
47 ,2024-10-09-15:33:33, cd ./code
48 ,2024-10-09-15:33:44, cd ./data
49 ,2024-10-09-15:33:52, cd ./data
50 ,2024-10-09-15:33:57, cd /data
51 ,2024-10-09-15:34:03, cd ..
52 ,2024-10-09-15:34:11, cat bash_history.csv
53 ,2024-10-09-15:34:51, less bash_history.csv
54 ,2024-10-09-15:35:00, less bash_history.csv
55 ,2024-10-09-15:35:50, head bash_history.csv
56 ,2024-10-09-15:35:58, tail bash_history.csv
57 ,2024-10-09-15:36:03, head -n 5 bash_history.csv
58 ,2024-10-09-15:36:09, tail -n 5 bash_history.csv
59 ,2024-10-09-15:36:15, wc -l bash_history.csv
60 ,2024-10-09-15:36:22, wc -w bash_history.csv
61 ,2024-10-09-15:36:29, grep -c 'ls' bash_history.csv
62 ,2024-10-09-15:36:46, print-history > ./data/bash_history.csv
63 ,2024-10-09-15:36:56, cd..
64 ,2024-10-09-15:36:59, cd ..
65 ,2024-10-09-15:37:54, print-history > ./data/bash_history.csv
