1 ,2024-10-08-22:07:47, python
2 ,2024-10-08-22:10:15, W02-Practice/
3 ,2024-10-08-22:10:40, W02-Data/
4 ,2024-10-09-11:44:28, python
5 ,2024-10-09-11:44:50, mkdir Practice
6 ,2024-10-09-11:45:18, pwd
7 ,2024-10-09-11:46:38, ls
8 ,2024-10-09-11:47:18, rm -r Practice
9 ,2024-10-09-11:47:20, ls
10 ,2024-10-09-11:47:58, cd WO2-Practice
11 ,2024-10-09-11:48:13, cd W02-Practice
12 ,2024-10-09-11:48:29, ls
13 ,2024-10-09-11:48:43, mkdir data
14 ,2024-10-09-11:48:45, ls
15 ,2024-10-09-11:48:50, cd data
16 ,2024-10-09-11:48:51, ls
17 ,2024-10-09-11:48:59, mkdir code
18 ,2024-10-09-11:49:02, lse
19 ,2024-10-09-11:49:04, ls
20 ,2024-10-09-11:49:13, cd code
21 ,2024-10-09-11:49:16, exit() python
22 ,2024-10-09-11:49:34, history
23 ,2024-10-09-11:49:49, print-history
24 ,2024-10-09-11:51:59, clear
25 ,2024-10-09-11:52:03, history
26 ,2024-10-09-11:55:18, ls
27 ,2024-10-09-11:55:26, cd W02-Practice
28 ,2024-10-09-11:55:29, ls
29 ,2024-10-09-11:55:38, cd data
30 ,2024-10-09-11:55:39, ls
31 ,2024-10-09-11:55:41, cd code
32 ,2024-10-09-11:57:03, print-history > ./data/bash_history.csv
33 ,2024-10-09-11:57:44, history
34 ,2024-10-09-11:57:52, print history
35 ,2024-10-09-11:57:58, [200~print-history > ./data/bash_history.csv~
36 ,2024-10-09-11:58:34, cd data
37 ,2024-10-09-11:58:45, cd ~
38 ,2024-10-09-11:58:51, ls
39 ,2024-10-09-11:58:54, cd files
40 ,2024-10-09-11:58:56, ls
41 ,2024-10-09-11:59:02, cd W02-Practice
42 ,2024-10-09-11:59:06, ls
43 ,2024-10-09-11:59:09, cd data
44 ,2024-10-09-11:59:13, [200~print-history > ./data/bash_history.csv~
45 ,2024-10-09-11:59:34, print-history > ./data/bash_history.csv
46 ,2024-10-09-12:00:11, print-history
47 ,2024-10-09-12:08:27, print-history > ./data/bash_history.csv
48 ,2024-10-09-12:09:54, ls
49 ,2024-10-09-12:10:45, touch bash_history.csv
50 ,2024-10-09-12:10:47, ls
51 ,2024-10-09-12:11:05, print-history > ./data/bash_history.csv
52 ,2024-10-09-12:11:17, ls
53 ,2024-10-09-12:11:22, cd
54 ,2024-10-09-12:11:25, ls
55 ,2024-10-09-12:11:35, cd W02-Practice
56 ,2024-10-09-12:11:37, ls
57 ,2024-10-09-12:11:41, cd data
58 ,2024-10-09-12:11:42, ls
59 ,2024-10-09-12:11:50, cd bash_history.csv
60 ,2024-10-09-12:12:54, print-history
61 ,2024-10-09-12:13:02, print-history > ./data/bash_history.csv
