1 ,2024-10-04-09:06:03, mkdir
2 ,2024-10-04-09:06:30, W02-Practice/
3 ,2024-10-04-09:06:30, ├── data/
4 ,2024-10-04-09:06:30, └── code/
5 ,2024-10-09-15:49:55, cd W02-Practice/data
6 ,2024-10-09-15:50:00, cat bash_history.csv
7 ,2024-10-09-15:50:05, head bash_history.csv
8 ,2024-10-09-15:50:08, head bash_history.csv
9 ,2024-10-09-15:50:13, head -n 5 bash_history.csv
10 ,2024-10-09-15:50:17, tail -n 5 bash_history.csv
11 ,2024-10-09-15:50:22, wc -l bash_history.csv
12 ,2024-10-09-15:50:26, wc -w bash_history.csv
13 ,2024-10-09-15:50:30, grep -c 'ls' bash_history.csv
14 ,2024-10-09-15:51:29, print-history > ./data/bash_history.csv
15 ,2024-10-09-15:52:03, cd W02-Practice
16 ,2024-10-09-15:52:27, cd files/W02-Practice
17 ,2024-10-09-15:52:52, cd nuvolos:files/W02-Practice
18 ,2024-10-09-15:53:53, print-history > ./data/bash_history.csv
19 ,2024-10-09-15:54:45, mkdir -p data
20 ,2024-10-09-15:54:51, print-history > ./data/bash_history.csv
21 ,2024-10-09-15:54:53, print-history > ./data/bash_history.csv
22 ,2024-10-09-15:54:59, cd /files/W02-Practice
23 ,2024-10-09-15:55:10, print-history > ./data/bash_history.csv
